"HC091","2024/25","1","2024-09-10 00:00:00","Inledning","","1","TALMANNEN","TALMANNEN","0585684563812","","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:45 om tillgång till grundläggande betaltjänster","interpellationsdebatt","44","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1045","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:45 om tillgång till grundläggande betaltjänster","interpellationsdebatt","45","Ingela Nylund Watz (S)","S","0313390540217","HC1045","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:45 om tillgång till grundläggande betaltjänster","interpellationsdebatt","46","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1045","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:45 om tillgång till grundläggande betaltjänster","interpellationsdebatt","47","Ingela Nylund Watz (S)","S","0313390540217","HC1045","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:45 om tillgång till grundläggande betaltjänster","interpellationsdebatt","48","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1045","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:45 om tillgång till grundläggande betaltjänster","interpellationsdebatt","49","Ingela Nylund Watz (S)","S","0313390540217","HC1045","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","5","Isak From (S)","S","0506482805418","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","50","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","51","Peder Björk (S)","S","0140985614421","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","52","Linus Sköld (S)","S","0706528359123","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","53","Kalle Olsson (S)","S","0472349361027","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","54","Isak From (S)","S","0506482805418","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","55","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","56","Peder Björk (S)","S","0140985614421","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","57","Linus Sköld (S)","S","0706528359123","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","58","Kalle Olsson (S)","S","0472349361027","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","59","Isak From (S)","S","0506482805418","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","6","Niklas Sigvardsson (S)","S","0610162335824","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","60","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","61","Peder Björk (S)","S","0140985614421","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","62","Linus Sköld (S)","S","0706528359123","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","(forts.) Svar på interpellationerna 2024/25:54 och 90 om nedläggning av servicekontor","interpellationsdebatt","63","Statsrådet Erik Slottner (KD)","KD","0767167947420","HC1054, HC1090","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","64","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","65","Lars Mejern Larsson (S)","S","0427321850912","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","66","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","67","Lars Mejern Larsson (S)","S","0427321850912","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","68","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","69","Lars Mejern Larsson (S)","S","0427321850912","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","7","Utbildningsministern Johan Pehrson (L)","L","0224712677012","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:48 om arbetet med att få in arbetslösa på arbetsmarknaden och klara kompetensförsörjningen","interpellationsdebatt","70","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1048","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","71","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","72","Isak From (S)","S","0506482805418","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","73","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","74","Isak From (S)","S","0506482805418","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","75","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","76","Isak From (S)","S","0506482805418","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:57 om varslen i Skellefteå","interpellationsdebatt","77","Arbetsmarknads- och integrationsministern Mats Persson (L)","L","023767922422","HC1057","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","78","Statsrådet Niklas Wykman (M)","M","0493288854424","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","79","Ida Ekeroth Clausson (S)","S","0412502344925","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","8","Linus Sköld (S)","S","0706528359123","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","80","Statsrådet Niklas Wykman (M)","M","0493288854424","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","81","Ida Ekeroth Clausson (S)","S","0412502344925","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","82","Statsrådet Niklas Wykman (M)","M","0493288854424","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","83","Ida Ekeroth Clausson (S)","S","0412502344925","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:28 om vräkningar av barn","interpellationsdebatt","84","Statsrådet Niklas Wykman (M)","M","0493288854424","HC1028","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","85","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","86","Sanna Backeskog (S)","S","0859909330720","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","87","Anna Wallentheim (S)","S","0111479807829","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","88","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","89","Sanna Backeskog (S)","S","0859909330720","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:35 om regeringens minskning av antalet platser i högre utbildning","interpellationsdebatt","9","Peder Björk (S)","S","0140985614421","HC1035","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","90","Anna Wallentheim (S)","S","0111479807829","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","91","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","92","Sanna Backeskog (S)","S","0859909330720","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellation 2024/25:46 om våld mot äldre kvinnor","interpellationsdebatt","93","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1046","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","94","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","95","Märta Stenevi (MP)","MP","0349986646724","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","96","Ola Möller (S)","S","0271338654822","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","97","Statsrådet Paulina Brandberg (L)","L","099099202224","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","98","Märta Stenevi (MP)","MP","0349986646724","HC1060, HC1088","N"
"HC0916","2024/25","16","2024-10-15 00:00:00","Svar på interpellationerna 2024/25:60 och 88 om rasism","interpellationsdebatt","99","Ola Möller (S)","S","0271338654822","HC1060, HC1088","N"
"HC0917","2024/25","17","2024-10-16 00:00:00","Nya regler om mervärdesskatt för små företag och ändrade regler för vissa tjänster och konstverk","ärendedebatt","1","Marie Olsson (S)","S","010392780417","HC01SkU3","N"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","10","Anders W Jonsson (C)","C","0229760896014","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","11","Christian Lindefjärd (SD)","SD","0963046628824","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","12","Mikael Dahlqvist (S)","S","0554852839719","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","13","Christian Lindefjärd (SD)","SD","0963046628824","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","14","Mikael Dahlqvist (S)","S","0554852839719","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","15","Christian Lindefjärd (SD)","SD","0963046628824","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","16","Karin Rågsjö (V)","V","0246927519019","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","17","Christian Lindefjärd (SD)","SD","0963046628824","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","18","Karin Rågsjö (V)","V","0246927519019","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","19","Christian Lindefjärd (SD)","SD","0963046628824","HC01SoU2","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Nya regler om mervärdesskatt för små företag och ändrade regler för vissa tjänster och konstverk","ärendedebatt","2","Fredrik Ahlstedt (M)","M","0327372175911","HC01SkU3","Y"
"HC0917","2024/25","17","2024-10-16 00:00:00","Riksrevisionens rapport om läkemedelsförskrivningen - statens styrning och tillsyn ","ärendedebatt","20","Mikael Dahlqvist (S)","S","0554852839719","HC01SoU2","N"
